Emp_ID,Age,Age_ Group,Attrition,Business_ Travel, Daily _Rate ,Department,Distance _From _Home(miles),Education,Education_Field,Employee_Count,Employee_Number,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status, Monthly_Income ,Salary_Slab, Monthly_Rate ,Num_Companies_Worked For,Over_18,Over_Time,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Standard_Hours,Stock_Option_Level,Total_Working_Years,Training_Times_Last_Year,Work_Life_Balance,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Current_Manager
RM542,36,36-45,No,Non-Travel, 427 ,Research & Development,8,3,Life Sciences,1,742,1,Female,63,4,3,Research Director,1,Married," 11,713 ",10k-15k," 20,335 ",9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5
RM570,36,36-45,No,Non-Travel," 1,434 ",Sales,8,4,Life Sciences,1,789,1,Male,76,2,3,Sales Executive,1,Single," 7,587 ",5k-10k," 14,229 ",1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9
RM594,36,36-45,No,Travel_Rarely, 676 ,Research & Development,1,3,Other,1,823,3,Female,35,3,2,Manufacturing Director,2,Married," 5,228 ",5k-10k," 23,361 ",0,Y,No,15,3,1,80,1,10,2,3,9,7,0,5
RM600,36,36-45,No,Travel_Rarely," 1,041 ",Human Resources,13,3,Human Resources,1,829,3,Male,36,3,1,Human Resources,2,Married," 2,143 ",Upto 5k," 25,527 ",4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4
RM622,36,36-45,No,Travel_Rarely, 928 ,Sales,1,2,Life Sciences,1,857,2,Male,56,3,2,Sales Executive,4,Married," 6,201 ",5k-10k," 2,823 ",1,Y,Yes,14,3,4,80,1,18,1,2,18,14,4,11
RM634,36,36-45,No,Travel_Rarely," 1,278 ",Human Resources,8,3,Life Sciences,1,878,1,Male,77,2,1,Human Resources,1,Married," 2,342 ",Upto 5k," 8,635 ",0,Y,No,21,4,3,80,0,6,3,3,5,4,0,3
RM665,36,36-45,No,Travel_Rarely," 1,425 ",Research & Development,14,1,Life Sciences,1,924,3,Male,68,3,2,Healthcare Representative,4,Married," 6,586 ",5k-10k," 4,821 ",0,Y,Yes,17,3,1,80,1,17,2,2,16,8,4,11
RM681,36,36-45,No,Travel_Rarely, 188 ,Research & Development,7,4,Other,1,949,2,Male,65,3,1,Research Scientist,4,Single," 4,678 ",Upto 5k," 23,293 ",2,Y,No,18,3,3,80,0,8,6,3,6,2,0,1
RM688,36,36-45,No,Travel_Rarely, 938 ,Research & Development,2,4,Medical,1,958,3,Male,79,3,1,Laboratory Technician,3,Single," 2,519 ",Upto 5k," 12,287 ",4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9
RM694,36,36-45,Yes,Travel_Rarely, 530 ,Sales,3,1,Life Sciences,1,967,3,Male,51,2,3,Sales Executive,4,Married," 10,325 ",10k-15k," 5,518 ",1,Y,Yes,11,3,1,80,1,16,6,3,16,7,3,7
RM709,36,36-45,No,Non-Travel," 1,229 ",Sales,8,4,Technical Degree,1,990,1,Male,84,3,2,Sales Executive,4,Divorced," 5,079 ",5k-10k," 25,952 ",4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7
RM753,36,36-45,Yes,Travel_Rarely, 885 ,Research & Development,16,4,Life Sciences,1,1042,3,Female,43,4,1,Laboratory Technician,1,Single," 2,743 ",Upto 5k," 8,269 ",1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14
RM762,36,36-45,Yes,Travel_Rarely, 660 ,Research & Development,15,3,Other,1,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced," 4,834 ",Upto 5k," 7,858 ",7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0
RM774,36,36-45,No,Travel_Rarely, 796 ,Research & Development,12,5,Medical,1,1073,4,Female,51,2,3,Manufacturing Director,4,Single," 8,858 ",5k-10k," 15,669 ",0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8
RM818,36,36-45,No,Non-Travel, 217 ,Research & Development,18,4,Life Sciences,1,1133,1,Male,78,3,2,Manufacturing Director,4,Single," 7,779 ",5k-10k," 23,238 ",2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9
RM874,36,36-45,No,Travel_Rarely, 917 ,Research & Development,6,4,Life Sciences,1,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced," 2,741 ",Upto 5k," 6,865 ",1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7
RM883,36,36-45,No,Travel_Rarely, 363 ,Research & Development,1,3,Technical Degree,1,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced," 10,252 ",10k-15k," 4,235 ",2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7
RM901,36,36-45,No,Travel_Frequently, 469 ,Research & Development,3,3,Technical Degree,1,1257,3,Male,46,3,1,Research Scientist,2,Married," 3,692 ",Upto 5k," 9,256 ",1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7
RM928,36,36-45,No,Travel_Rarely, 429 ,Research & Development,2,4,Life Sciences,1,1294,3,Female,53,3,2,Manufacturing Director,2,Single," 5,410 ",5k-10k," 2,323 ",9,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12
RM943,36,36-45,No,Travel_Rarely, 325 ,Research & Development,10,4,Technical Degree,1,1312,4,Female,63,3,3,Healthcare Representative,3,Married," 7,094 ",5k-10k," 5,747 ",3,Y,No,12,3,1,80,0,10,0,3,7,7,1,7
RM969,36,36-45,No,Travel_Frequently, 607 ,Sales,7,3,Marketing,1,1362,1,Female,83,4,2,Sales Executive,1,Married," 4,639 ",Upto 5k," 2,261 ",2,Y,No,16,3,4,80,1,17,2,2,15,7,6,13
RM1012,36,36-45,No,Travel_Rarely," 1,174 ",Sales,3,4,Marketing,1,1425,1,Female,99,3,2,Sales Executive,2,Single," 9,278 ",5k-10k," 20,763 ",3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1
RM1019,36,36-45,No,Travel_Rarely, 172 ,Research & Development,4,4,Life Sciences,1,1435,1,Male,37,2,2,Laboratory Technician,4,Single," 5,810 ",5k-10k," 22,604 ",1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8
RM1020,36,36-45,No,Travel_Rarely, 329 ,Sales,16,4,Marketing,1,1436,3,Female,98,2,2,Sales Executive,1,Married," 5,647 ",5k-10k," 13,494 ",4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2
RM1103,36,36-45,No,Travel_Rarely," 1,157 ",Sales,2,4,Life Sciences,1,1556,3,Male,70,3,1,Sales Representative,4,Single," 2,644 ",Upto 5k," 17,001 ",3,Y,Yes,21,4,4,80,0,7,3,2,3,2,1,2
RM1122,36,36-45,No,Travel_Rarely, 884 ,Sales,1,4,Life Sciences,1,1585,2,Female,73,3,2,Sales Executive,3,Single," 6,815 ",5k-10k," 21,447 ",6,Y,No,13,3,1,80,0,15,5,3,1,0,0,0
RM1129,36,36-45,No,Travel_Frequently," 1,302 ",Research & Development,6,4,Life Sciences,1,1594,1,Male,80,4,2,Laboratory Technician,1,Married," 5,562 ",5k-10k," 19,711 ",3,Y,Yes,13,3,4,80,1,9,3,3,3,2,0,2
RM1146,36,36-45,No,Travel_Rarely, 559 ,Research & Development,12,4,Life Sciences,1,1614,3,Female,76,3,2,Manufacturing Director,3,Married," 4,663 ",Upto 5k," 12,421 ",9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1
RM1174,36,36-45,No,Travel_Rarely, 711 ,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1,Married," 8,008 ",5k-10k," 22,792 ",4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2
RM1181,36,36-45,No,Travel_Rarely, 311 ,Research & Development,7,3,Life Sciences,1,1659,1,Male,77,3,1,Laboratory Technician,2,Single," 2,013 ",Upto 5k," 10,950 ",2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3
RM1183,36,36-45,No,Non-Travel, 894 ,Research & Development,1,4,Medical,1,1662,4,Female,33,2,2,Manufacturing Director,3,Married," 4,374 ",Upto 5k," 15,411 ",0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2
RM1184,36,36-45,No,Travel_Rarely," 1,040 ",Research & Development,3,2,Life Sciences,1,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced," 6,842 ",5k-10k," 26,308 ",6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4
RM1200,36,36-45,No,Travel_Rarely," 1,351 ",Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2,Healthcare Representative,3,Married," 5,347 ",5k-10k," 7,419 ",6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2
RM1221,36,36-45,No,Travel_Rarely, 530 ,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single," 4,502 ",Upto 5k," 7,439 ",3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7
RM1237,36,36-45,Yes,Travel_Rarely," 1,456 ",Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced," 6,134 ",5k-10k," 8,658 ",5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2
RM1279,36,36-45,No,Travel_Rarely," 1,383 ",Research & Development,10,3,Life Sciences,1,1790,4,Male,90,3,3,Healthcare Representative,1,Married," 8,321 ",5k-10k," 25,949 ",7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7
RM1316,36,36-45,No,Travel_Rarely, 430 ,Research & Development,2,4,Other,1,1847,4,Female,73,3,2,Research Scientist,2,Married," 6,962 ",5k-10k," 19,573 ",4,Y,Yes,22,4,4,80,1,15,2,3,1,0,0,0
RM1341,36,36-45,No,Travel_Rarely," 1,266 ",Sales,10,4,Technical Degree,1,1880,2,Female,63,2,2,Sales Executive,3,Married," 5,673 ",5k-10k," 6,060 ",1,Y,Yes,13,3,1,80,1,10,4,3,10,9,1,7
RM1348,36,36-45,No,Travel_Frequently," 1,213 ",Human Resources,2,1,Human Resources,1,1890,2,Male,94,2,2,Human Resources,4,Single," 3,886 ",Upto 5k," 4,223 ",1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8
RM1356,36,36-45,No,Travel_Rarely, 335 ,Sales,17,2,Marketing,1,1908,3,Male,33,2,2,Sales Executive,2,Married," 5,507 ",5k-10k," 16,822 ",2,Y,No,16,3,3,80,2,12,1,1,4,2,1,3
RM1384,36,36-45,No,Non-Travel," 1,351 ",Research & Development,9,4,Life Sciences,1,1949,1,Male,66,4,1,Laboratory Technician,2,Married," 2,810 ",Upto 5k," 9,238 ",1,Y,No,22,4,2,80,0,5,3,3,5,4,0,2
RM1440,36,36-45,No,Travel_Rarely, 557 ,Sales,3,3,Medical,1,2024,1,Female,94,2,3,Sales Executive,4,Married," 7,644 ",5k-10k," 12,695 ",0,Y,No,19,3,3,80,2,10,2,3,9,7,3,4
RM1441,36,36-45,No,Travel_Frequently, 688 ,Research & Development,4,2,Life Sciences,1,2025,4,Female,97,3,2,Manufacturing Director,2,Divorced," 5,131 ",5k-10k," 9,192 ",7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2
RM1448,36,36-45,No,Non-Travel, 301 ,Sales,15,4,Marketing,1,2036,4,Male,88,1,2,Sales Executive,4,Divorced," 5,406 ",5k-10k," 10,436 ",1,Y,No,24,4,1,80,1,15,4,2,15,12,11,11
RM1454,36,36-45,No,Travel_Rarely," 1,120 ",Sales,11,4,Marketing,1,2045,2,Female,100,2,2,Sales Executive,4,Married," 6,652 ",5k-10k," 14,369 ",4,Y,No,13,3,1,80,1,8,2,2,6,3,0,0
RM1466,36,36-45,No,Travel_Frequently, 884 ,Research & Development,23,2,Medical,1,2061,3,Male,41,4,2,Laboratory Technician,4,Married," 2,571 ",Upto 5k," 12,290 ",4,Y,No,17,3,3,80,1,17,3,3,5,2,0,3
RM1466,36,36-45,No,Travel_Frequently, 884 ,Research & Development,23,2,Medical,1,2061,3,Male,41,4,2,Laboratory Technician,4,Married," 2,571 ",Upto 5k," 12,290 ",4,Y,No,17,3,3,80,1,17,3,3,5,2,0,2
RM003,37,36-45,Yes,Travel_Rarely," 1,373 ",Research & Development,2,2,Other,1,4,4,Male,92,2,1,Laboratory Technician,3,Single," 2,090 ",Upto 5k," 2,396 ",6,Y,Yes,15,3,2,80,0,7,3,3,0,0,0,0
RM048,37,36-45,No,Travel_Rarely, 408 ,Research & Development,19,2,Life Sciences,1,61,2,Male,73,3,1,Research Scientist,2,Married," 3,022 ",Upto 5k," 10,227 ",4,Y,No,21,4,1,80,0,8,1,3,1,0,0,0
RM060,37,36-45,No,Travel_Rarely," 1,115 ",Research & Development,1,4,Life Sciences,1,77,1,Male,51,2,2,Manufacturing Director,3,Divorced," 5,993 ",5k-10k," 2,689 ",1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7
RM079,37,36-45,No,Travel_Rarely, 397 ,Research & Development,7,4,Medical,1,102,1,Male,30,3,3,Research Director,3,Single," 13,664 ",10k-15k," 25,258 ",4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2
RM101,37,36-45,Yes,Travel_Rarely, 807 ,Human Resources,6,4,Human Resources,1,133,3,Male,63,3,1,Human Resources,1,Divorced," 2,073 ",Upto 5k," 23,648 ",4,Y,Yes,22,4,4,80,0,7,3,3,3,2,0,2
RM105,37,36-45,No,Non-Travel," 1,040 ",Research & Development,2,2,Life Sciences,1,139,3,Male,100,2,2,Healthcare Representative,4,Divorced," 5,163 ",5k-10k," 15,850 ",5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0
RM116,37,36-45,No,Travel_Rarely," 1,189 ",Sales,3,3,Life Sciences,1,152,3,Male,87,3,3,Sales Executive,4,Single," 7,428 ",5k-10k," 14,506 ",2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3
RM196,37,36-45,No,Travel_Rarely, 290 ,Research & Development,21,3,Life Sciences,1,267,2,Male,65,4,1,Research Scientist,1,Married," 3,564 ",Upto 5k," 22,977 ",1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7
RM223,37,36-45,No,Travel_Frequently, 663 ,Research & Development,11,3,Other,1,306,2,Male,47,3,3,Research Director,4,Divorced," 12,185 ",10k-15k," 10,056 ",1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7
RM227,37,36-45,No,Travel_Frequently, 319 ,Sales,4,4,Marketing,1,311,1,Male,41,3,1,Sales Representative,4,Divorced," 2,793 ",Upto 5k," 2,539 ",4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8
RM249,37,36-45,No,Travel_Rarely," 1,017 ",Research & Development,1,2,Medical,1,340,3,Female,83,2,1,Research Scientist,1,Married," 3,920 ",Upto 5k," 18,697 ",2,Y,No,14,3,1,80,1,17,2,2,3,1,0,
RM251,37,36-45,Yes,Travel_Frequently, 504 ,Research & Development,10,3,Medical,1,342,1,Male,61,3,3,Manufacturing Director,3,Divorced," 10,048 ",10k-15k," 22,573 ",6,Y,No,11,3,2,80,2,17,5,3,1,0,0,
RM274,37,36-45,No,Travel_Rarely, 228 ,Sales,6,4,Medical,1,378,3,Male,98,3,2,Sales Executive,4,Married," 6,502 ",5k-10k," 22,825 ",4,Y,No,14,3,2,80,1,7,5,4,5,4,0,1
RM276,37,36-45,No,Non-Travel, 728 ,Research & Development,1,4,Medical,1,380,1,Female,80,3,3,Research Director,4,Divorced," 13,603 ",10k-15k," 11,677 ",2,Y,Yes,18,3,1,80,2,15,2,3,5,2,0,2
RM286,37,36-45,No,Travel_Rarely," 1,372 ",Research & Development,1,3,Life Sciences,1,391,4,Female,42,3,1,Research Scientist,4,Single," 2,115 ",Upto 5k," 15,881 ",1,Y,No,12,3,2,80,0,17,3,3,17,12,5,7
RM295,37,36-45,No,Travel_Frequently, 889 ,Research & Development,9,3,Medical,1,403,2,Male,53,3,1,Research Scientist,4,Married," 2,326 ",Upto 5k," 11,411 ",1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2
RM341,37,36-45,No,Travel_Rarely," 1,192 ",Research & Development,5,2,Medical,1,460,4,Male,61,3,2,Manufacturing Director,4,Divorced," 6,347 ",5k-10k," 23,177 ",7,Y,No,16,3,3,80,2,8,2,2,6,2,0,4
RM354,37,36-45,No,Travel_Rarely," 1,319 ",Research & Development,6,3,Medical,1,474,3,Male,51,4,2,Research Scientist,1,Divorced," 5,974 ",5k-10k," 17,001 ",4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7
RM365,37,36-45,No,Travel_Rarely, 921 ,Research & Development,10,3,Medical,1,486,3,Female,98,3,1,Laboratory Technician,1,Married," 3,452 ",Upto 5k," 17,663 ",6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3
RM387,37,36-45,No,Travel_Rarely," 1,107 ",Research & Development,14,3,Life Sciences,1,515,4,Female,95,3,1,Laboratory Technician,1,Divorced," 3,034 ",Upto 5k," 26,914 ",1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17
RM390,37,36-45,No,Travel_Rarely," 1,305 ",Research & Development,10,4,Life Sciences,1,518,3,Male,49,3,2,Manufacturing Director,2,Single," 4,197 ",Upto 5k," 21,123 ",2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1
RM399,37,36-45,No,Non-Travel," 1,063 ",Research & Development,25,5,Medical,1,529,2,Female,72,3,2,Research Scientist,3,Married," 4,449 ",Upto 5k," 23,866 ",3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7
RM465,37,36-45,No,Travel_Rarely, 799 ,Research & Development,1,3,Technical Degree,1,623,2,Female,59,3,3,Manufacturing Director,4,Single," 7,491 ",5k-10k," 23,848 ",4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2
RM468,37,36-45,No,Non-Travel, 142 ,Sales,9,4,Medical,1,626,1,Male,69,3,3,Sales Executive,2,Divorced," 8,834 ",5k-10k," 24,666 ",1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7
RM473,37,36-45,No,Travel_Rarely, 446 ,Research & Development,1,4,Life Sciences,1,635,2,Female,65,3,2,Manufacturing Director,2,Married," 6,447 ",5k-10k," 15,701 ",6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3
RM487,37,36-45,No,Travel_Rarely, 558 ,Sales,2,3,Marketing,1,656,4,Male,75,3,2,Sales Executive,3,Married," 9,602 ",5k-10k," 3,010 ",4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0
RM507,37,36-45,No,Travel_Rarely, 482 ,Research & Development,3,3,Other,1,689,3,Male,36,3,3,Manufacturing Director,3,Married," 9,434 ",5k-10k," 9,606 ",1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8
RM523,37,36-45,No,Travel_Rarely," 1,225 ",Research & Development,10,2,Life Sciences,1,715,4,Male,80,4,1,Research Scientist,4,Single," 4,680 ",Upto 5k," 15,232 ",3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0
RM578,37,36-45,No,Travel_Rarely, 571 ,Research & Development,10,1,Life Sciences,1,802,4,Female,82,3,1,Research Scientist,1,Divorced," 2,782 ",Upto 5k," 19,905 ",0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3
RM629,37,36-45,No,Travel_Rarely, 342 ,Sales,16,4,Marketing,1,868,4,Male,66,2,2,Sales Executive,3,Divorced," 6,334 ",5k-10k," 24,558 ",4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0
RM649,37,36-45,No,Travel_Frequently," 1,231 ",Sales,21,2,Medical,1,900,3,Female,54,3,1,Sales Representative,4,Married," 2,973 ",Upto 5k," 21,222 ",5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0
RM653,37,36-45,No,Non-Travel," 1,252 ",Sales,19,2,Medical,1,904,1,Male,32,3,3,Sales Executive,2,Single," 7,642 ",5k-10k," 4,814 ",1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9
RM696,37,36-45,Yes,Travel_Rarely, 625 ,Sales,1,4,Life Sciences,1,970,1,Male,46,2,3,Sales Executive,3,Married," 10,609 ",10k-15k," 14,922 ",5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7
RM745,37,36-45,Yes,Travel_Rarely," 1,141 ",Research & Development,11,2,Medical,1,1033,1,Female,61,1,2,Healthcare Representative,2,Married," 4,777 ",Upto 5k," 14,382 ",5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0
RM768,37,36-45,No,Travel_Rarely, 124 ,Research & Development,3,3,Other,1,1062,4,Female,35,3,2,Healthcare Representative,2,Single," 4,107 ",Upto 5k," 13,848 ",3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1
RM796,37,36-45,No,Travel_Rarely, 309 ,Sales,10,4,Life Sciences,1,1105,4,Female,88,2,2,Sales Executive,4,Divorced," 6,694 ",5k-10k," 24,223 ",2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0
RM833,37,36-45,No,Travel_Rarely, 367 ,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced," 5,731 ",5k-10k," 17,171 ",7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3
RM856,37,36-45,No,Travel_Rarely, 977 ,Research & Development,1,3,Life Sciences,1,1196,4,Female,56,2,2,Manufacturing Director,4,Married," 6,474 ",5k-10k," 9,961 ",1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11
RM990,37,36-45,No,Travel_Rarely," 1,439 ",Research & Development,4,1,Life Sciences,1,1394,3,Male,54,3,1,Research Scientist,3,Married," 2,996 ",Upto 5k," 5,182 ",7,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3
RM1002,37,36-45,No,Travel_Rarely," 1,462 ",Research & Development,11,3,Medical,1,1411,1,Female,94,3,1,Laboratory Technician,3,Single," 3,629 ",Upto 5k," 19,106 ",4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2
RM1023,37,36-45,No,Non-Travel," 1,413 ",Research & Development,5,2,Technical Degree,1,1440,3,Male,84,4,1,Laboratory Technician,3,Single," 3,500 ",Upto 5k," 25,470 ",0,Y,No,14,3,1,80,0,7,2,1,6,5,1,3
RM1090,37,36-45,No,Travel_Rarely, 674 ,Research & Development,13,3,Medical,1,1543,1,Male,47,3,2,Research Scientist,4,Married," 4,285 ",Upto 5k," 3,031 ",1,Y,No,17,3,1,80,0,10,2,3,10,8,3,7
RM1159,37,36-45,No,Travel_Rarely, 671 ,Research & Development,19,3,Life Sciences,1,1631,3,Male,85,3,2,Manufacturing Director,3,Married," 5,768 ",5k-10k," 26,493 ",3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2
RM1164,37,36-45,No,Travel_Rarely," 1,470 ",Research & Development,10,3,Medical,1,1640,2,Female,71,3,1,Research Scientist,2,Married," 3,936 ",Upto 5k," 9,953 ",1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7
RM1212,37,36-45,No,Travel_Frequently," 1,278 ",Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4,Divorced," 9,525 ",5k-10k," 7,677 ",1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3
RM1277,37,36-45,No,Travel_Rarely, 589 ,Sales,9,2,Marketing,1,1787,2,Male,46,2,2,Sales Executive,2,Married," 4,189 ",Upto 5k," 8,800 ",1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3
RM1281,37,36-45,No,Travel_Rarely," 1,239 ",Human Resources,8,2,Other,1,1794,3,Male,89,3,2,Human Resources,2,Divorced," 4,071 ",Upto 5k," 12,832 ",2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7
RM1292,37,36-45,Yes,Travel_Rarely, 370 ,Research & Development,10,4,Medical,1,1809,4,Male,58,3,2,Manufacturing Director,1,Single," 4,213 ",Upto 5k," 4,992 ",1,Y,No,15,3,2,80,0,10,4,1,10,3,0,8
RM1345,37,36-45,No,Travel_Rarely, 783 ,Research & Development,7,4,Medical,1,1885,4,Male,78,3,2,Research Scientist,1,Married," 4,284 ",Upto 5k," 13,588 ",5,Y,Yes,22,4,3,80,1,16,2,3,5,3,0,4
RM1433,37,36-45,No,Travel_Rarely, 161 ,Research & Development,10,3,Life Sciences,1,2017,3,Female,42,4,3,Research Director,4,Married," 13,744 ",10k-15k," 15,471 ",1,Y,Yes,25,4,1,80,1,16,2,3,16,11,6,8
RM009,38,36-45,No,Travel_Frequently, 216 ,Research & Development,23,3,Life Sciences,1,12,4,Male,44,2,3,Manufacturing Director,3,Single," 9,526 ",5k-10k," 8,787 ",0,Y,No,21,4,2,80,0,10,2,3,9,7,1,
RM020,38,36-45,No,Travel_Rarely, 371 ,Research & Development,2,3,Life Sciences,1,24,4,Male,45,3,1,Research Scientist,4,Single," 3,944 ",Upto 5k," 4,306 ",5,Y,Yes,11,3,3,80,0,6,3,3,3,2,1,2
RM062,38,36-45,No,Travel_Frequently, 653 ,Research & Development,29,5,Life Sciences,1,79,4,Female,50,3,2,Laboratory Technician,4,Single," 2,406 ",Upto 5k," 5,456 ",1,Y,No,11,3,4,80,0,10,2,3,10,3,9,9
RM084,38,36-45,No,Non-Travel, 573 ,Research & Development,6,3,Medical,1,107,2,Female,79,1,2,Research Scientist,4,Divorced," 5,329 ",5k-10k," 15,717 ",7,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9
RM143,38,36-45,No,Travel_Rarely, 364 ,Research & Development,3,5,Technical Degree,1,193,4,Female,32,3,2,Research Scientist,3,Single," 4,317 ",Upto 5k," 2,302 ",3,Y,Yes,20,4,2,80,0,19,2,3,3,2,2,
RM169,38,36-45,No,Travel_Rarely, 702 ,Sales,1,4,Life Sciences,1,230,1,Female,59,2,2,Sales Executive,4,Single," 8,686 ",5k-10k," 12,930 ",4,Y,No,22,4,3,80,0,12,2,4,8,3,0,7
RM180,38,36-45,No,Travel_Rarely," 1,380 ",Research & Development,9,2,Life Sciences,1,245,3,Female,75,3,1,Laboratory Technician,4,Single," 2,288 ",Upto 5k," 6,319 ",1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1
RM199,38,36-45,No,Travel_Rarely," 1,261 ",Research & Development,2,4,Life Sciences,1,271,4,Male,88,3,2,Manufacturing Director,3,Married," 6,553 ",5k-10k," 7,259 ",9,Y,No,14,3,2,80,0,14,3,3,1,0,0,0
RM200,38,36-45,No,Travel_Rarely," 1,084 ",Research & Development,29,3,Technical Degree,1,273,4,Male,54,3,2,Manufacturing Director,4,Married," 6,261 ",5k-10k," 4,185 ",3,Y,No,18,3,1,80,1,9,3,1,7,7,1,7
RM205,38,36-45,Yes,Travel_Rarely," 1,180 ",Research & Development,29,1,Medical,1,282,2,Male,70,3,2,Healthcare Representative,1,Married," 6,673 ",5k-10k," 11,354 ",7,Y,Yes,19,3,2,80,0,17,2,3,1,0,0,0
RM224,38,36-45,No,Travel_Rarely, 119 ,Sales,3,3,Life Sciences,1,307,1,Male,76,3,3,Sales Executive,3,Divorced," 10,609 ",10k-15k," 9,647 ",0,Y,No,12,3,3,80,2,17,6,2,16,10,5,13
RM262,38,36-45,No,Non-Travel," 1,327 ",Sales,2,2,Life Sciences,1,361,4,Male,39,2,2,Sales Executive,4,Married," 5,249 ",5k-10k," 19,682 ",3,Y,No,18,3,4,80,1,13,0,3,8,7,7,5
RM278,38,36-45,No,Travel_Rarely, 322 ,Sales,7,2,Medical,1,382,1,Female,44,4,2,Sales Executive,1,Divorced," 5,605 ",5k-10k," 19,191 ",1,Y,Yes,24,4,3,80,1,8,3,3,8,0,7,7
RM288,38,36-45,No,Travel_Rarely, 688 ,Research & Development,23,4,Life Sciences,1,393,4,Male,82,3,2,Healthcare Representative,4,Divorced," 5,745 ",5k-10k," 18,899 ",9,Y,No,14,3,2,80,1,10,2,3,2,2,1,2
